Capability Name,Process,Process Description,Sub Process,Sub-Process Description,Data Entity,Data Entity Description,Data Element,Data Element Description,Organization Units,Applications
Fund Performance,Portfolio Monitoring and Risk Management,"Continuous oversight of portfolio valuation, performance, exposures, factor risks, and limits to preserve mandate alignment and risk-adjusted returns. Integrates daily controls, breach detection, and mitigation actions with governance workflows.",Factor Risk Monitoring,"Surveillance of factor exposures (e.g., market beta, size, value, momentum, quality, duration, credit beta) and their contribution to portfolio risk; validates intended tilts vs. risk budget.",Factor Exposure Set,Measured factor loads for the portfolio.,Factor Name,"Market, Size, Value, Momentum, Quality, Duration, Credit.","Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors","MSCI Barra, Axioma Risk"
Fund Performance,Portfolio Monitoring and Risk Management,"Continuous oversight of portfolio valuation, performance, exposures, factor risks, and limits to preserve mandate alignment and risk-adjusted returns. Integrates daily controls, breach detection, and mitigation actions with governance workflows.",Factor Risk Monitoring,"Surveillance of factor exposures (e.g., market beta, size, value, momentum, quality, duration, credit beta) and their contribution to portfolio risk; validates intended tilts vs. risk budget.",Factor Exposure Set,Measured factor loads for the portfolio.,Exposure Level,Numeric load/ß per factor.,"Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors","MSCI Barra, Axioma Risk"
Fund Performance,Portfolio Monitoring and Risk Management,"Continuous oversight of portfolio valuation, performance, exposures, factor risks, and limits to preserve mandate alignment and risk-adjusted returns. Integrates daily controls, breach detection, and mitigation actions with governance workflows.",Factor Risk Monitoring,"Surveillance of factor exposures (e.g., market beta, size, value, momentum, quality, duration, credit beta) and their contribution to portfolio risk; validates intended tilts vs. risk budget.",Factor Risk Contribution,Decomposition of total risk by factor.,Contribution to Variance,% of total risk from each factor.,"Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors","MSCI Barra, Axioma Risk"
Fund Performance,Portfolio Monitoring and Risk Management,"Continuous oversight of portfolio valuation, performance, exposures, factor risks, and limits to preserve mandate alignment and risk-adjusted returns. Integrates daily controls, breach detection, and mitigation actions with governance workflows.",Limit Breach Detection,"Automated checks for breaches of regulatory, product, and mandate limits; triggers remediation workflows and governance notifications.",Limit Catalogue,Master list of binding limits and thresholds.,Limit ID,Unique identifier for a limit.,"Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors",Compliance systems linked with trading systems
Fund Performance,Portfolio Monitoring and Risk Management,"Continuous oversight of portfolio valuation, performance, exposures, factor risks, and limits to preserve mandate alignment and risk-adjusted returns. Integrates daily controls, breach detection, and mitigation actions with governance workflows.",Limit Breach Detection,"Automated checks for breaches of regulatory, product, and mandate limits; triggers remediation workflows and governance notifications.",Limit Catalogue,Master list of binding limits and thresholds.,Limit Definition,"Formal rule (e.g., single issuer = 10%).","Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors",Compliance systems linked with trading systems
Fund Performance,Portfolio Monitoring and Risk Management,"Continuous oversight of portfolio valuation, performance, exposures, factor risks, and limits to preserve mandate alignment and risk-adjusted returns. Integrates daily controls, breach detection, and mitigation actions with governance workflows.",Limit Breach Detection,"Automated checks for breaches of regulatory, product, and mandate limits; triggers remediation workflows and governance notifications.",Breach Event,Detected breach instance.,Breach Severity,Minor/Moderate/Critical (based on magnitude).,"Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors",Compliance systems linked with trading systems
Fund Performance,Portfolio Monitoring and Risk Management,"Continuous oversight of portfolio valuation, performance, exposures, factor risks, and limits to preserve mandate alignment and risk-adjusted returns. Integrates daily controls, breach detection, and mitigation actions with governance workflows.",Limit Breach Detection,"Automated checks for breaches of regulatory, product, and mandate limits; triggers remediation workflows and governance notifications.",Breach Event,Detected breach instance.,Time to Remediation,SLA target for resolution.,"Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors",Compliance systems linked with trading systems
Fund Performance,Portfolio Monitoring and Risk Management,"Continuous oversight of portfolio valuation, performance, exposures, factor risks, and limits to preserve mandate alignment and risk-adjusted returns. Integrates daily controls, breach detection, and mitigation actions with governance workflows.",Drawdown Monitoring,Tracking of peak-to-trough declines over rolling windows to manage downside risk and trigger protective actions per policy.,Drawdown Tracker,Time series of running peak and drawdown.,Max Drawdown,Worst peak-to-trough % decline over period.,"Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors","MSCI RiskMetrics, Bloomberg Terminal"
Fund Performance,Portfolio Monitoring and Risk Management,"Continuous oversight of portfolio valuation, performance, exposures, factor risks, and limits to preserve mandate alignment and risk-adjusted returns. Integrates daily controls, breach detection, and mitigation actions with governance workflows.",Drawdown Monitoring,Tracking of peak-to-trough declines over rolling windows to manage downside risk and trigger protective actions per policy.,Drawdown Tracker,Time series of running peak and drawdown.,Drawdown Duration,Time length from peak to recovery.,"Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors","MSCI RiskMetrics, Bloomberg Terminal"
Fund Performance,Portfolio Monitoring and Risk Management,"Continuous oversight of portfolio valuation, performance, exposures, factor risks, and limits to preserve mandate alignment and risk-adjusted returns. Integrates daily controls, breach detection, and mitigation actions with governance workflows.",Drawdown Monitoring,Tracking of peak-to-trough declines over rolling windows to manage downside risk and trigger protective actions per policy.,Threshold Policy,Governance thresholds for action.,Action Threshold (%),"Level that triggers mitigation (e.g., -10%).","Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors","MSCI RiskMetrics, Bloomberg Terminal"
Fund Performance,Portfolio Monitoring and Risk Management,"Continuous oversight of portfolio valuation, performance, exposures, factor risks, and limits to preserve mandate alignment and risk-adjusted returns. Integrates daily controls, breach detection, and mitigation actions with governance workflows.",Volatility Monitoring,"Measurement of realized and ex-ante volatility against targets and budgets; supports risk parity, TE management, and dynamic sizing.",Volatility Metrics,Realized and forecast risk measures.,Realized Volatility (s),"Annualized s over defined window (e.g., 20D/60D).","Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors","Bloomberg, MSCI RiskMetrics"
Fund Performance,Portfolio Monitoring and Risk Management,"Continuous oversight of portfolio valuation, performance, exposures, factor risks, and limits to preserve mandate alignment and risk-adjusted returns. Integrates daily controls, breach detection, and mitigation actions with governance workflows.",Volatility Monitoring,"Measurement of realized and ex-ante volatility against targets and budgets; supports risk parity, TE management, and dynamic sizing.",Volatility Metrics,Realized and forecast risk measures.,Ex-ante Volatility,Model-based expected s from risk model.,"Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors","Bloomberg, MSCI RiskMetrics"
Fund Performance,Portfolio Monitoring and Risk Management,"Continuous oversight of portfolio valuation, performance, exposures, factor risks, and limits to preserve mandate alignment and risk-adjusted returns. Integrates daily controls, breach detection, and mitigation actions with governance workflows.",Volatility Monitoring,"Measurement of realized and ex-ante volatility against targets and budgets; supports risk parity, TE management, and dynamic sizing.",Volatility Policy,Target ranges and escalation rules.,Target Volatility Band,"Acceptable range (e.g., 6?8%).","Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors","Bloomberg, MSCI RiskMetrics"
Fund Performance,Portfolio Monitoring and Risk Management,"Continuous oversight of portfolio valuation, performance, exposures, factor risks, and limits to preserve mandate alignment and risk-adjusted returns. Integrates daily controls, breach detection, and mitigation actions with governance workflows.",Stress & Scenario Monitoring,"Periodic evaluation of portfolio resilience under historical and hypothetical scenarios across rates, spreads, FX, equity factors, and commodities; tracks P&L impact and risk limits.",Scenario Library,Catalog of tests run routinely.,Scenario Name/Type,Historical/Hypothetical/Regulatory.,"Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors",MSCI Scenario Analysis Tools
Fund Performance,Portfolio Monitoring and Risk Management,"Continuous oversight of portfolio valuation, performance, exposures, factor risks, and limits to preserve mandate alignment and risk-adjusted returns. Integrates daily controls, breach detection, and mitigation actions with governance workflows.",Stress & Scenario Monitoring,"Periodic evaluation of portfolio resilience under historical and hypothetical scenarios across rates, spreads, FX, equity factors, and commodities; tracks P&L impact and risk limits.",Scenario Library,Catalog of tests run routinely.,Shock Definition,Factor/asset shocks and correlations.,"Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors",MSCI Scenario Analysis Tools
Fund Performance,Portfolio Monitoring and Risk Management,"Continuous oversight of portfolio valuation, performance, exposures, factor risks, and limits to preserve mandate alignment and risk-adjusted returns. Integrates daily controls, breach detection, and mitigation actions with governance workflows.",Stress & Scenario Monitoring,"Periodic evaluation of portfolio resilience under historical and hypothetical scenarios across rates, spreads, FX, equity factors, and commodities; tracks P&L impact and risk limits.",Scenario Result,Quantified impact from scenarios.,P&L Impact,Expected loss/gain for scenario.,"Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors",MSCI Scenario Analysis Tools
Fund Performance,Portfolio Monitoring and Risk Management,"Continuous oversight of portfolio valuation, performance, exposures, factor risks, and limits to preserve mandate alignment and risk-adjusted returns. Integrates daily controls, breach detection, and mitigation actions with governance workflows.",Stress & Scenario Monitoring,"Periodic evaluation of portfolio resilience under historical and hypothetical scenarios across rates, spreads, FX, equity factors, and commodities; tracks P&L impact and risk limits.",Scenario Result,Quantified impact from scenarios.,Peak Drawdown (Scenario),Max peak-to-trough under scenario.,"Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors",MSCI Scenario Analysis Tools
Fund Performance,Portfolio Monitoring and Risk Management,"Continuous oversight of portfolio valuation, performance, exposures, factor risks, and limits to preserve mandate alignment and risk-adjusted returns. Integrates daily controls, breach detection, and mitigation actions with governance workflows.",Risk Mitigation Action Identification,"Determination of hedging, rebalancing, or de-risking actions to address breaches or emerging risks while preserving mandate objectives and liquidity.",Mitigation Playbook,Pre-defined actions mapped to triggers.,Action Type,"Hedge, Reduce Position, Diversify, Liquidity Buffer.","Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors","Aladdin, In-house risk systems"
Fund Performance,Portfolio Monitoring and Risk Management,"Continuous oversight of portfolio valuation, performance, exposures, factor risks, and limits to preserve mandate alignment and risk-adjusted returns. Integrates daily controls, breach detection, and mitigation actions with governance workflows.",Risk Mitigation Action Identification,"Determination of hedging, rebalancing, or de-risking actions to address breaches or emerging risks while preserving mandate objectives and liquidity.",Mitigation Playbook,Pre-defined actions mapped to triggers.,Trigger Condition,Metric/threshold that initiates action.,"Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors","Aladdin, In-house risk systems"
Fund Performance,Portfolio Monitoring and Risk Management,"Continuous oversight of portfolio valuation, performance, exposures, factor risks, and limits to preserve mandate alignment and risk-adjusted returns. Integrates daily controls, breach detection, and mitigation actions with governance workflows.",Risk Mitigation Action Identification,"Determination of hedging, rebalancing, or de-risking actions to address breaches or emerging risks while preserving mandate objectives and liquidity.",Action Ticket,Governance record to implement mitigation.,Approval Status,Pending/Approved/Executed.,"Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors","Aladdin, In-house risk systems"
Fund Performance,Portfolio Monitoring and Risk Management,"Continuous oversight of portfolio valuation, performance, exposures, factor risks, and limits to preserve mandate alignment and risk-adjusted returns. Integrates daily controls, breach detection, and mitigation actions with governance workflows.",Risk Mitigation Action Identification,"Determination of hedging, rebalancing, or de-risking actions to address breaches or emerging risks while preserving mandate objectives and liquidity.",Action Ticket,Governance record to implement mitigation.,Expected Impact,"Reduction in risk metrics (e.g., s, TE, VaR).","Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors","Aladdin, In-house risk systems"
Fund Performance,Portfolio Monitoring and Risk Management,"Continuous oversight of portfolio valuation, performance, exposures, factor risks, and limits to preserve mandate alignment and risk-adjusted returns. Integrates daily controls, breach detection, and mitigation actions with governance workflows.",Rebalancing Trigger Identification,"Identification of rebalancing needs due to drift from target weights, factor exposures, liquidity changes, or policy schedules; proposes actions and timing.",Drift Monitor,Calculations of deviation from targets.,Weight Drift (%),Difference vs. target or SAA/TAA.,"Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors",Portfolio Management systems with risk overlays
Fund Performance,Portfolio Monitoring and Risk Management,"Continuous oversight of portfolio valuation, performance, exposures, factor risks, and limits to preserve mandate alignment and risk-adjusted returns. Integrates daily controls, breach detection, and mitigation actions with governance workflows.",Trade Intent Generation,"Translates model portfolio decisions and PM views into executable trade intentions at instrument level, with rationale and sizing aligned to mandate and risk budgets.",Drift Monitor,Calculations of deviation from targets.,Factor Drift,Change in factor exposures vs. policy.,"Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors","BlackRock Aladdin, Charles River IMS"
Fund Performance,Portfolio Monitoring and Risk Management,"Continuous oversight of portfolio valuation, performance, exposures, factor risks, and limits to preserve mandate alignment and risk-adjusted returns. Integrates daily controls, breach detection, and mitigation actions with governance workflows.",Trade Intent Generation,"Translates model portfolio decisions and PM views into executable trade intentions at instrument level, with rationale and sizing aligned to mandate and risk budgets.",Rebalancing Policy,Rules and cadence for rebalancing.,Rebalance Frequency,Scheduled (monthly/quarterly) or threshold-based.,"Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors","BlackRock Aladdin, Charles River IMS"
Fund Performance,Portfolio Monitoring and Risk Management,"Continuous oversight of portfolio valuation, performance, exposures, factor risks, and limits to preserve mandate alignment and risk-adjusted returns. Integrates daily controls, breach detection, and mitigation actions with governance workflows.",Trade Intent Generation,"Translates model portfolio decisions and PM views into executable trade intentions at instrument level, with rationale and sizing aligned to mandate and risk budgets.",Rebalancing Policy,Rules and cadence for rebalancing.,Rebalance Threshold,% deviation triggering action.,"Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors","BlackRock Aladdin, Charles River IMS"
Fund Performance,"Valuation, Accounting, and NAV Calculation","End-to-end daily cycle that captures and validates prices, determines fair values, accrues income/expenses/fees, processes corporate actions, calculates portfolio valuation and fund NAV, and reconciles accounting records. Ensures accurate, timely, and controlled financial reporting for investor disclosures and performance measurement.",Trade Intent Generation,"Translates model portfolio decisions and PM views into executable trade intentions at instrument level, with rationale and sizing aligned to mandate and risk budgets.",Price Feed,Point-in-time price data per instrument.,Instrument ID,"ISIN, Ticker, CUSIP/SEDOL.","Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors","BlackRock Aladdin, Charles River IMS"
Fund Performance,"Valuation, Accounting, and NAV Calculation","End-to-end daily cycle that captures and validates prices, determines fair values, accrues income/expenses/fees, processes corporate actions, calculates portfolio valuation and fund NAV, and reconciles accounting records. Ensures accurate, timely, and controlled financial reporting for investor disclosures and performance measurement.",Trade Intent Generation,"Translates model portfolio decisions and PM views into executable trade intentions at instrument level, with rationale and sizing aligned to mandate and risk budgets.",Price Feed,Point-in-time price data per instrument.,Price Type,"Close, evaluated, bid/ask mid, modeled.","Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors","BlackRock Aladdin, Charles River IMS"
Fund Performance,"Valuation, Accounting, and NAV Calculation","End-to-end daily cycle that captures and validates prices, determines fair values, accrues income/expenses/fees, processes corporate actions, calculates portfolio valuation and fund NAV, and reconciles accounting records. Ensures accurate, timely, and controlled financial reporting for investor disclosures and performance measurement.",Order Creation & Validation,"Converts trade intent into formal OMS orders; validates instrument data, account, settlement, and static reference data before routing.",Price Feed,Point-in-time price data per instrument.,Price Timestamp,Market close time (exchange local).,"Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors","Charles River IMS, Eze OMS"
Fund Performance,"Valuation, Accounting, and NAV Calculation","End-to-end daily cycle that captures and validates prices, determines fair values, accrues income/expenses/fees, processes corporate actions, calculates portfolio valuation and fund NAV, and reconciles accounting records. Ensures accurate, timely, and controlled financial reporting for investor disclosures and performance measurement.",Order Creation & Validation,"Converts trade intent into formal OMS orders; validates instrument data, account, settlement, and static reference data before routing.",Price Validation Result,Outcome of automated checks and exceptions.,Validation Status,Pass/Fail/Manual Review.,"Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors","Charles River IMS, Eze OMS"
Fund Performance,"Valuation, Accounting, and NAV Calculation","End-to-end daily cycle that captures and validates prices, determines fair values, accrues income/expenses/fees, processes corporate actions, calculates portfolio valuation and fund NAV, and reconciles accounting records. Ensures accurate, timely, and controlled financial reporting for investor disclosures and performance measurement.",Order Creation & Validation,"Converts trade intent into formal OMS orders; validates instrument data, account, settlement, and static reference data before routing.",Price Validation Result,Outcome of automated checks and exceptions.,Variance vs. Prior (%),Deviation from prior valuation.,"Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors","Charles River IMS, Eze OMS"
Fund Performance,"Valuation, Accounting, and NAV Calculation","End-to-end daily cycle that captures and validates prices, determines fair values, accrues income/expenses/fees, processes corporate actions, calculates portfolio valuation and fund NAV, and reconciles accounting records. Ensures accurate, timely, and controlled financial reporting for investor disclosures and performance measurement.",Order Creation & Validation,"Converts trade intent into formal OMS orders; validates instrument data, account, settlement, and static reference data before routing.",Price Validation Result,Outcome of automated checks and exceptions.,Source Consistency Flag,Cross-vendor consistency indicator.,"Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors","Charles River IMS, Eze OMS"
Fund Performance,"Valuation, Accounting, and NAV Calculation","End-to-end daily cycle that captures and validates prices, determines fair values, accrues income/expenses/fees, processes corporate actions, calculates portfolio valuation and fund NAV, and reconciles accounting records. Ensures accurate, timely, and controlled financial reporting for investor disclosures and performance measurement.",Order Creation & Validation,"Converts trade intent into formal OMS orders; validates instrument data, account, settlement, and static reference data before routing.",Fair Value Model,Methodology and inputs used for non-observable pricing.,Model Type,"Discounted cash flow, matrix pricing, broker quotes, option model.","Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors","Charles River IMS, Eze OMS"
Fund Performance,"Valuation, Accounting, and NAV Calculation","End-to-end daily cycle that captures and validates prices, determines fair values, accrues income/expenses/fees, processes corporate actions, calculates portfolio valuation and fund NAV, and reconciles accounting records. Ensures accurate, timely, and controlled financial reporting for investor disclosures and performance measurement.",Order Creation & Validation,"Converts trade intent into formal OMS orders; validates instrument data, account, settlement, and static reference data before routing.",Fair Value Model,Methodology and inputs used for non-observable pricing.,Input Set,"Key inputs (yield curve, spreads, vol, FX).","Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors","Charles River IMS, Eze OMS"
Fund Performance,"Valuation, Accounting, and NAV Calculation","End-to-end daily cycle that captures and validates prices, determines fair values, accrues income/expenses/fees, processes corporate actions, calculates portfolio valuation and fund NAV, and reconciles accounting records. Ensures accurate, timely, and controlled financial reporting for investor disclosures and performance measurement.",Pre-Trade Compliance Validation,"Performs rule-based checks against mandate, regulatory, product, and risk constraints prior to routing, preventing breaches and capturing exceptions for governance.",Fair Value Model,Methodology and inputs used for non-observable pricing.,Valuation Level,IFRS/GAAP fair value hierarchy (L1/L2/L3).,"Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors","NICE Actimize, Compliance modules in OMS platforms"
Fund Performance,"Valuation, Accounting, and NAV Calculation","End-to-end daily cycle that captures and validates prices, determines fair values, accrues income/expenses/fees, processes corporate actions, calculates portfolio valuation and fund NAV, and reconciles accounting records. Ensures accurate, timely, and controlled financial reporting for investor disclosures and performance measurement.",Pre-Trade Compliance Validation,"Performs rule-based checks against mandate, regulatory, product, and risk constraints prior to routing, preventing breaches and capturing exceptions for governance.",Fair Value Adjustment,Incremental adjustment from raw price to fair value.,Adjustment Amount,Currency amount applied.,"Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors","NICE Actimize, Compliance modules in OMS platforms"
Fund Performance,"Valuation, Accounting, and NAV Calculation","End-to-end daily cycle that captures and validates prices, determines fair values, accrues income/expenses/fees, processes corporate actions, calculates portfolio valuation and fund NAV, and reconciles accounting records. Ensures accurate, timely, and controlled financial reporting for investor disclosures and performance measurement.",Pre-Trade Compliance Validation,"Performs rule-based checks against mandate, regulatory, product, and risk constraints prior to routing, preventing breaches and capturing exceptions for governance.",Fair Value Adjustment,Incremental adjustment from raw price to fair value.,Adjustment Rationale,"Liquidity, stale quote, model override.","Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors","NICE Actimize, Compliance modules in OMS platforms"
Fund Performance,"Valuation, Accounting, and NAV Calculation","End-to-end daily cycle that captures and validates prices, determines fair values, accrues income/expenses/fees, processes corporate actions, calculates portfolio valuation and fund NAV, and reconciles accounting records. Ensures accurate, timely, and controlled financial reporting for investor disclosures and performance measurement.",Pre-Trade Compliance Validation,"Performs rule-based checks against mandate, regulatory, product, and risk constraints prior to routing, preventing breaches and capturing exceptions for governance.",Income Accrual,Record of earned but not received income.,Accrual Type,"Interest, dividend, coupon, amortization/accretion.","Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors","NICE Actimize, Compliance modules in OMS platforms"
Fund Performance,"Valuation, Accounting, and NAV Calculation","End-to-end daily cycle that captures and validates prices, determines fair values, accrues income/expenses/fees, processes corporate actions, calculates portfolio valuation and fund NAV, and reconciles accounting records. Ensures accurate, timely, and controlled financial reporting for investor disclosures and performance measurement.",Pre-Trade Compliance Validation,"Performs rule-based checks against mandate, regulatory, product, and risk constraints prior to routing, preventing breaches and capturing exceptions for governance.",Income Accrual,Record of earned but not received income.,Accrual Start/End Date,Accrual period boundaries.,"Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors","NICE Actimize, Compliance modules in OMS platforms"
Fund Performance,"Valuation, Accounting, and NAV Calculation","End-to-end daily cycle that captures and validates prices, determines fair values, accrues income/expenses/fees, processes corporate actions, calculates portfolio valuation and fund NAV, and reconciles accounting records. Ensures accurate, timely, and controlled financial reporting for investor disclosures and performance measurement.",Pre-Trade Compliance Validation,"Performs rule-based checks against mandate, regulatory, product, and risk constraints prior to routing, preventing breaches and capturing exceptions for governance.",Income Accrual,Record of earned but not received income.,Accrued Amount,Amount recognized to date.,"Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors","NICE Actimize, Compliance modules in OMS platforms"
